Name	Type	DatabaseType	GUID
FeatureSetLoremasterKeenMind	FeatureDefinitionFeatureSet	FeatureDefinition	53667750483570c44ac42764a06616f8
FeatureSetShadowTamerDarkSlayer	FeatureDefinitionFeatureSet	FeatureDefinition	c1c96f0fa8eab884bbcdecc603d8f573
FeatureSetWizardRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	bab38716f7cc9824bb498156b661422f
FightingStyleFighter	FeatureDefinitionFightingStyleChoice	FeatureDefinition	6dbf5f5ab0a6aaf48b194920f879f04c
FightingStylePaladin	FeatureDefinitionFightingStyleChoice	FeatureDefinition	93cbf0034d6b3da4eac581661b797154
FightingStyleRanger	FeatureDefinitionFightingStyleChoice	FeatureDefinition	4dea04184c64bb44bba73da4e1b77705
HealingModifierBeaconOfHope	FeatureDefinitionHealingModifier	FeatureDefinition	587a2c865f95e274c82289616b368765
HealingModifierChilledByTouch	FeatureDefinitionHealingModifier	FeatureDefinition	3ae4d007e0b9e314ab90c7099b6ecd5e
HealingModifierDomainLifeBlessedHealer	FeatureDefinitionHealingModifier	FeatureDefinition	0e9d5efbae84d7a478f498ce72f9b726
HealingModifierDomainLifeDiscipleOfLife	FeatureDefinitionHealingModifier	FeatureDefinition	01c167967680875469f909ff492ad5ff
HealingModifierFeatRobust	FeatureDefinitionHealingModifier	FeatureDefinition	646397db89a168f45b824195a3e5c1fe
LightAffinityHypersensitivity	FeatureDefinitionLightAffinity	FeatureDefinition	cad5a138934aad54885b54000570b74d
LightAffinityLightSensitivity	FeatureDefinitionLightAffinity	FeatureDefinition	736fe1855ea505349ae72578eea585f1
LightAffinityLightSensitivityImmunitySaboteur	FeatureDefinitionLightAffinity	FeatureDefinition	9a07ce680fea1164aa56371290777eda
MagicAffinityAnnoyedByBee	FeatureDefinitionMagicAffinity	FeatureDefinition	792da45b5ca416e43a8c531b554ac3e4
MagicAffinityClericRitualCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	1c0b3c1fa82f308489cb593d01f8cc49
MagicAffinityCombatCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	100a9cc70c87eef4b9b01b364a465c55
MagicAffinityConditionBranded	FeatureDefinitionMagicAffinity	FeatureDefinition	53f9596d300d0ca4687d0ee3f9b953d8
MagicAffinityConditionShielded	FeatureDefinitionMagicAffinity	FeatureDefinition	d693eed024ffd63478a2c67a97d769e5
MagicAffinityConditionSlowed	FeatureDefinitionMagicAffinity	FeatureDefinition	a7aa6ece8c46e3040a1ed2a9486f8141
MagicAffinityDomainLawForceOfLawImposeDisadvantage	FeatureDefinitionMagicAffinity	FeatureDefinition	0d4012a9c0b8f02458f6a40ac12b207e
MagicAffinityDomainSunHolyRadiance	FeatureDefinitionMagicAffinity	FeatureDefinition	b0094c1bcb334ed419e5df62c6df9a50
MagicAffinityEvocationPowerfulCantrip	FeatureDefinitionMagicAffinity	FeatureDefinition	37f5e8421e390ec40904f644d4f007bd
MagicAffinityFeatFlawlessConcentration	FeatureDefinitionMagicAffinity	FeatureDefinition	75bf6b2ab20de7640986f271f39b52c5
MagicAffinityFeatMasterAlchemist	FeatureDefinitionMagicAffinity	FeatureDefinition	09cb1dc75f1ee3c48bd4f57f61d42cc1
MagicAffinityFeatPowerfulCantrip	FeatureDefinitionMagicAffinity	FeatureDefinition	a7ca2ca0b42382f46974ada7469d78f8
MagicAffinityGreenmageGreenMagicList	FeatureDefinitionMagicAffinity	FeatureDefinition	4ee834ee27aa1114c90b130662a2fffe
MagicAffinityLoremasterKeenMindScribing	FeatureDefinitionMagicAffinity	FeatureDefinition	91a24e5f9cc752d47b18b38674228010
MagicAffinityShockArcanistArcaneWarfare	FeatureDefinitionMagicAffinity	FeatureDefinition	704008e9c88acbc4c9a8e1bc4b906e7f
MagicAffinityTraditionLoreMasterSpellAcademic	FeatureDefinitionMagicAffinity	FeatureDefinition	c620fe1e18059f8488e69ed34bbc3de2
MagicAffinityWizardRitualCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	e207225348c3bc44a87047d1a27968d2
MovementAffinityCatsGrace	FeatureDefinitionMovementAffinity	FeatureDefinition	2f7145476577fc64482e91b242746e67
MovementAffinityConditionDashing	FeatureDefinitionMovementAffinity	FeatureDefinition	f04b97bac67dce94fae71500ae6412ad
MovementAffinityConditionDashingBonus	FeatureDefinitionMovementAffinity	FeatureDefinition	649ffdce675aa9b4289cd5d20755975b
MovementAffinityConditionDifficultTerrain	FeatureDefinitionMovementAffinity	FeatureDefinition	62f1e9710a771cb4ab0fb84010fc7f44
MovementAffinityConditionEncumbered	FeatureDefinitionMovementAffinity	FeatureDefinition	a810ba411fbe58d42a7a906850004c2c
MovementAffinityConditionHasted	FeatureDefinitionMovementAffinity	FeatureDefinition	010aed5428204144aaf5fb7dc04ab460
MovementAffinityConditionHeavilyEncumbered	FeatureDefinitionMovementAffinity	FeatureDefinition	e9eeb30a126098849b6f8d64b0964237
MovementAffinityConditionHindered	FeatureDefinitionMovementAffinity	FeatureDefinition	d8369308deca3fc47a6a9c3ab5518949
MovementAffinityConditionLethargic	FeatureDefinitionMovementAffinity	FeatureDefinition	ca63074cc8ed16c46bfa227f3848f8f6
MovementAffinityConditionLevitate	FeatureDefinitionMovementAffinity	FeatureDefinition	32fdd2daba519764da7e9d78eb7b0e37
MovementAffinityConditionRestrained	FeatureDefinitionMovementAffinity	FeatureDefinition	ed9d9d5986e47f845819579f936ee8cc
MovementAffinityConditionSlowed	FeatureDefinitionMovementAffinity	FeatureDefinition	d1cc31d667617454e9751c34328770d4
MovementAffinityConditionSurprised	FeatureDefinitionMovementAffinity	FeatureDefinition	c28e6fc22b7b45c41914b034884134fb
MovementAffinityDarkweaverSpiderOnWall	FeatureDefinitionMovementAffinity	FeatureDefinition	3640df83dd86b20428769df9d4dd95d8
MovementAffinityJump	FeatureDefinitionMovementAffinity	FeatureDefinition	55aad51189aa27244b424a07aac234c3
MovementAffinityLongstrider	FeatureDefinitionMovementAffinity	FeatureDefinition	2f32a56ca6d7b95499bd37b445e3ea4f
MovementAffinityNoClimb	FeatureDefinitionMovementAffinity	FeatureDefinition	f65dd18ad2835b14e96502705a1b9544
MovementAffinityNoSpecialMoves	FeatureDefinitionMovementAffinity	FeatureDefinition	0cd5ea35f59f7e84fa3a0c6615abf781
MovementAffinityNoVault	FeatureDefinitionMovementAffinity	FeatureDefinition	0b6455d36a68ae84f864f99a3b2c3a34
MovementAffinitySpiderClimb	FeatureDefinitionMovementAffinity	FeatureDefinition	3814823c84a9ac445b368f906b1be7a9
MovementAffinitySpiritGuardians	FeatureDefinitionMovementAffinity	FeatureDefinition	6c92787ab706aca4692655acc866b0df
MovementAffinityThiefSecondStory	FeatureDefinitionMovementAffinity	FeatureDefinition	14db86ae828bb9a428be7169437e92d8
MovementAffinityTutorialSafetyWolves	FeatureDefinitionMovementAffinity	FeatureDefinition	81677408a3db1374db2b7e78c3010b0b
MoveModeClimb6	FeatureDefinitionMoveMode	FeatureDefinition	19890dffe2c3e2945bb85799822bc6c1
MoveModeElfSylvanMoveSpeed	FeatureDefinitionMoveMode	FeatureDefinition	fbc81596519eb0040a411d697eaef7a6
MoveModeFly12	FeatureDefinitionMoveMode	FeatureDefinition	5e70172c8e2a40146b375001ab656a44
MoveModeFly2	FeatureDefinitionMoveMode	FeatureDefinition	0196408f7a256674d8272106dfa74a0a
MoveModeFly4	FeatureDefinitionMoveMode	FeatureDefinition	26430df9731e20f45958ef00a5e3bc7a
MoveModeFly6	FeatureDefinitionMoveMode	FeatureDefinition	017c6a5ac95be2841bea36b7dac041fe
MoveModeFly8	FeatureDefinitionMoveMode	FeatureDefinition	d7d73f75fe686914f998f3c7b3f83e28
MoveModeMove10	FeatureDefinitionMoveMode	FeatureDefinition	998d8b8df7417a940829ff6548ba5ca7
MoveModeMove2	FeatureDefinitionMoveMode	FeatureDefinition	0127a492ba7a429408b3282dde9374d7
MoveModeMove5	FeatureDefinitionMoveMode	FeatureDefinition	39236d1a5cbaf114d96e2709eb817529
MoveModeMove6	FeatureDefinitionMoveMode	FeatureDefinition	6f358015fcdb8e147a7cfef7e2506430
MoveModeMove8	FeatureDefinitionMoveMode	FeatureDefinition	4c110104739c99e4d920529a058ab2e2
MoveThroughEnemyModifierHalflingNimbleness	FeatureDefinitionMoveThroughEnemyModifier	FeatureDefinition	6ae832e9873b6e94289d046c87ea2e0f
PerceptionAffinityConditionBlinded	FeatureDefinitionPerceptionAffinity	FeatureDefinition	f393b86164c3026418e191264bcca4d5
PerceptionAffinityConditionDetectedAsEvilGood	FeatureDefinitionPerceptionAffinity	FeatureDefinition	fc6766856d6bd4b4a9bf301437e7c6aa
PerceptionAffinityConditionDetectedAsPoisonedOrDiseased	FeatureDefinitionPerceptionAffinity	FeatureDefinition	222de38c714ab06409016b797f0db2db
PerceptionAffinityConditionDivinelyRevealed	FeatureDefinitionPerceptionAffinity	FeatureDefinition	524462a9cc44c6c4fafa77b1f460ec15
PerceptionAffinityConditionInvisible	FeatureDefinitionPerceptionAffinity	FeatureDefinition	bc5b81ec529c4dd40b7ba4449a2eeb99
PerceptionAffinityDarkness	FeatureDefinitionPerceptionAffinity	FeatureDefinition	cb4356a25bb5a694ca0f68e1ddd68ce3
PerceptionAffinityFeatAcuteSenses	FeatureDefinitionPerceptionAffinity	FeatureDefinition	97bfd30ff60a4f743b22a04351d05476
PointPoolAbilityScoreImprovement	FeatureDefinitionPointPool	FeatureDefinition	b05edca8119b31a45a8e4d638466b817
PointPoolBackgroundLanguageChoice_one	FeatureDefinitionPointPool	FeatureDefinition	c6ab6f54fa4248243a511ad3151b117c
PointPoolBackgroundLanguageChoice_two	FeatureDefinitionPointPool	FeatureDefinition	7d99e7b5cb7fa024886a71f896fa58b7
PointPoolBonusFeat	FeatureDefinitionPointPool	FeatureDefinition	c3eef96a911e20a40ab0e8a61c7463e1
PointPoolClericSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	49aa06f1e0153354d895089c036309ea
PointPoolElfHighLanguageChoice	FeatureDefinitionPointPool	FeatureDefinition	6f8719847860faa4393f2cc3a1b11e72
PointPoolFighterSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	1f55d4503897a7147b31714e867db2c9
PointPoolHalfElfAbilityScoreIncreasePool	FeatureDefinitionPointPool	FeatureDefinition	71d041b597f3178429d73db217b29998
PointPoolHalfElfLanguageChoice	FeatureDefinitionPointPool	FeatureDefinition	cf3d31f4c63ec0f46a9a427a354a4be4
PointPoolHalfElfSkillPool	FeatureDefinitionPointPool	FeatureDefinition	7699f71e45129ba42889fef788f1a5e7
PointPoolHalflingIslandLanguageChoice	FeatureDefinitionPointPool	FeatureDefinition	8e0b27e53d5323d49b59cd51b5a54b3c
PointPoolHumanAbilityScorePool2	FeatureDefinitionPointPool	FeatureDefinition	08df5f276a00d07489c4454e82fd912b
PointPoolHumanLanguageChoice	FeatureDefinitionPointPool	FeatureDefinition	4f7bfca6a657cbe4daa4fd797c47ebf6
PointPoolHumanSkillPool	FeatureDefinitionPointPool	FeatureDefinition	fb11e5dca271149489469178f25918e0
PointPoolPaladinSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	51c0505881780d441ab0e3a0c4b14897
PointPoolRangerSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	178bf1aa5a8a7574e893c44ece9b30bf
PointPoolRogueExpertise	FeatureDefinitionPointPool	FeatureDefinition	2fbf34296f44187429597f8574ddc2b1
PointPoolRogueSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	57b1e35812aa86941b8a2abf319ca12d
PointPoolWizardSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	2c68bd1101a20324d9c4fd61e40610fb
ProficiencyMarksmanToolChoice	FeatureDefinitionPointPool	FeatureDefinition	fc555a38799525846be9a0289dd71ae7
PowerClericTurnUndead	FeatureDefinitionPower	FeatureDefinition	d76d6012075754e44b4d191b8b387633
PowerDefilerDarkness	FeatureDefinitionPower	FeatureDefinition	fd6fb44696a51b24e907474087d41bd7
PowerDefilerMistyFormEscape	FeatureDefinitionPower	FeatureDefinition	327b24f39c0894a49be64a1a3c973c34
PowerDomainBattleDecisiveStrike	FeatureDefinitionPower	FeatureDefinition	0ebef581935f2844e95d4948aa67fd5d
PowerDomainBattleDivineWrath	FeatureDefinitionPower	FeatureDefinition	3edc0c6a67963bf4f9121bea46d40d07
PowerDomainBattleHeraldOfBattle	FeatureDefinitionPower	FeatureDefinition	efe7d4d84e723ed47bdbf24c27f64966
PowerDomainElementalDiscipleOfTheElementsCold	FeatureDefinitionPower	FeatureDefinition	4cba4fbaf10ba2a43aaa348d4071d49a
PowerDomainElementalDiscipleOfTheElementsFire	FeatureDefinitionPower	FeatureDefinition	5f83a6f044f93064d9d206c5917414b7
PowerDomainElementalDiscipleOfTheElementsLightning	FeatureDefinitionPower	FeatureDefinition	6db8604c053748448826ae1a22b16c65
PowerDomainElementalFireBurst	FeatureDefinitionPower	FeatureDefinition	08ccbdac61b374d40b4ad68055587539
PowerDomainElementalIceLance	FeatureDefinitionPower	FeatureDefinition	16cc7654d855b6846adcb4c1b48ddf77
PowerDomainElementalLightningBlade	FeatureDefinitionPower	FeatureDefinition	b50055bcf061a6f4eb1cf61a1c95c199
PowerDomainInsightForeknowledge	FeatureDefinitionPower	FeatureDefinition	689d50046c267e44390e4012dbac6e1b
PowerDomainLawForceOfLaw	FeatureDefinitionPower	FeatureDefinition	35cc82ea560b9274fa1bd8560d834795
PowerDomainLawHolyRetribution	FeatureDefinitionPower	FeatureDefinition	aaf1f73d548ef034da9bae7a1786cae7
PowerDomainLawWordOfLaw	FeatureDefinitionPower	FeatureDefinition	4471cfcf03baa804d8f9084701d54a78
PowerDomainLifePreserveLife	FeatureDefinitionPower	FeatureDefinition	c8d09bed8c83e6f41b2ac5325ec7ac10
PowerDomainOblivionGateKeeper	FeatureDefinitionPower	FeatureDefinition	d7abae5d0628c524f80e9f92bbbb50b9
PowerDomainOblivionHeraldOfPain	FeatureDefinitionPower	FeatureDefinition	f8aaf821dddaa354b855ca88ec5bdf51
PowerDomainSunHeraldOfTheSun	FeatureDefinitionPower	FeatureDefinition	f1e5b3f070f970144bb3659b4de807f5
PowerDomainSunIndomitableLight	FeatureDefinitionPower	FeatureDefinition	b45d2c9f9aec8934c8642cc4dd7965e1
PowerDomainSunSoothingHand	FeatureDefinitionPower	FeatureDefinition	634e6e54a72c3da4aa27aabcff593b88
PowerFighterActionSurge	FeatureDefinitionPower	FeatureDefinition	f0303fb750e20564ebea8c51e8f20394
PowerFighterSecondWind	FeatureDefinitionPower	FeatureDefinition	a15c3261b8fda3c44b002c5ee2165469
PowerFunctionAntitoxin	FeatureDefinitionPower	FeatureDefinition	32cff0ab00ee40f42b6db5d4e64acf3c
PowerFunctionGoodberryHealing	FeatureDefinitionPower	FeatureDefinition	4cd9dc68ed39d454d8eea4194f2d51bc
PowerFunctionGoodberryHealingOther	FeatureDefinitionPower	FeatureDefinition	cfc1223e447add84e87778775ef14c7f
PowerFunctionPotionOfGiantStrengthCloud	FeatureDefinitionPower	FeatureDefinition	cd9e94b290369b9439a1ec48c910c083
PowerFunctionPotionOfGiantStrengthFire	FeatureDefinitionPower	FeatureDefinition	61d72007903bfba4694478f6df984a4f
PowerFunctionPotionOfGiantStrengthFrost	FeatureDefinitionPower	FeatureDefinition	d93674885ea0cb94cb1f98c3f54ca913
PowerFunctionPotionOfGiantStrengthHill	FeatureDefinitionPower	FeatureDefinition	98549330c6d128d44ad9ddb2d30b3242
PowerFunctionPotionOfGreaterHealing	FeatureDefinitionPower	FeatureDefinition	15be0852da86d544d93078158f63ffbe
PowerFunctionPotionOfGreaterHealingOther	FeatureDefinitionPower	FeatureDefinition	7ea89adb3542ec74cbe6cd46beda8f9e
PowerFunctionPotionOfHealing	FeatureDefinitionPower	FeatureDefinition	fc362a2549efd82478514c902b2d7343
PowerFunctionPotionOfHealingOther	FeatureDefinitionPower	FeatureDefinition	abd58b0c2a177164289ec31bce9b377e
PowerFunctionPotionOfSuperiorHealing	FeatureDefinitionPower	FeatureDefinition	7ba72a4a578131d4bb43588a0ba01d90
PowerFunctionPotionOfSuperiorHealingOther	FeatureDefinitionPower	FeatureDefinition	00c10ee897d30724ba9032a1459f471c
PowerFunctionPotionRemedy	FeatureDefinitionPower	FeatureDefinition	a048eecbd02fce14ba48106e224cc2e6
PowerFunctionRemedyOther	FeatureDefinitionPower	FeatureDefinition	c5cf36c7a8b58c64b84744afbae6e099
PowerFunctionWandFearCommand	FeatureDefinitionPower	FeatureDefinition	377b88b728badb743932c31402d0ec24
PowerFunctionWandFearCone	FeatureDefinitionPower	FeatureDefinition	8b822a9c43f202d4bb4604ef2c33f3ff
PowerGhast	FeatureDefinitionPower	FeatureDefinition	1f4b882f317083d4f8e57b8015b9a2d2
PowerOathOfDevotionSacredWeapon	FeatureDefinitionPower	FeatureDefinition	b38047e354168b945a07e07b4a4f9b5d
PowerOathOfDevotionTurnUnholy	FeatureDefinitionPower	FeatureDefinition	1c5bbae205d72874c99f70559d148411
PowerOathOfMotherlandFieryPresence	FeatureDefinitionPower	FeatureDefinition	09d322403bb52fe46960aa575fc1261e
PowerOathOfMotherlandFieryWrath	FeatureDefinitionPower	FeatureDefinition	b2fe9bb70a90b5b449d93e622a2283a7
PowerOathOfTirmarGoldenSpeech	FeatureDefinitionPower	FeatureDefinition	289dddac05a1d2e419a17db71a01b45e
PowerOathOfTirmarSmiteTheHidden	FeatureDefinitionPower	FeatureDefinition	dc9d544b98b972d47bc76e447516221c
PowerPaladinAuraOfCourage	FeatureDefinitionPower	FeatureDefinition	679171cbb80e38d41b4626aa3da0e72b
PowerPaladinAuraOfProtection	FeatureDefinitionPower	FeatureDefinition	478d55235de018441a4d809d1f15df79
PowerPaladinCureDisease	FeatureDefinitionPower	FeatureDefinition	2c61b5b506ce2bc4bb880ea878f574c2
PowerPaladinDivineSense	FeatureDefinitionPower	FeatureDefinition	c14fd4a37fc5d24409dfedfacd43b4e4
PowerPaladinHyeronimus	FeatureDefinitionPower	FeatureDefinition	a0d881e0fdd1f9d46a1c1055fe7f3fc1
PowerPaladinLayOnHands	FeatureDefinitionPower	FeatureDefinition	47bfdf553dbfbb440a66a9f2209d915e
PowerPaladinNeutralizePoison	FeatureDefinitionPower	FeatureDefinition	2b4c99b243bee17409ecdf7c87018c2c
PowerRangerPrimevalAwareness	FeatureDefinitionPower	FeatureDefinition	c98ab4090bd327747b36250bf76b2a9a
PowerReckless	FeatureDefinitionPower	FeatureDefinition	3095894976883c04e8c53ac7253e8005
PowerShadowcasterShadowDodge	FeatureDefinitionPower	FeatureDefinition	742eb7f2cb8853b4eb693ff013bc38ba
PowerSorakAssassinShadowMurder	FeatureDefinitionPower	FeatureDefinition	639ad45d0c972ae44bdcb127f7f3506d
PowerSorakCallOfTheNight	FeatureDefinitionPower	FeatureDefinition	fcf4545475b92d246a951d54eae97be8
PowerSorakDoomLaughter	FeatureDefinitionPower	FeatureDefinition	1446cf4900f498647be1f173e8daa3fb
PowerSorakSaboteurTranceOfSorrtarr	FeatureDefinitionPower	FeatureDefinition	318953f4ceaca7742ab94b5a249b8e40
PowerSorakShadowEscape	FeatureDefinitionPower	FeatureDefinition	3bc12de245ffb7b4b99aad36ea777f24
PowerSorakShriek	FeatureDefinitionPower	FeatureDefinition	195a1223da34d274fb963a43896ac933
PowerSorakTouchOfDarkness	FeatureDefinitionPower	FeatureDefinition	5b4c40bfa89128f43952275021eb27e0
PowerTraditionGreenmageMagicalArrow	FeatureDefinitionPower	FeatureDefinition	8f6c1105a5186644296749e871cea873
PowerTraditionShockArcanistArcaneFury	FeatureDefinitionPower	FeatureDefinition	fff34fec1f8f3f04496651d8a9db5d14
PowerVampiricTouchIntelligence	FeatureDefinitionPower	FeatureDefinition	a578a0f3cd07e6b4e892d32f8e786e07
PowerWinterWolfBreath	FeatureDefinitionPower	FeatureDefinition	9759b82db47c72849bda8cd6c764ff95
PowerWizardArcaneRecovery	FeatureDefinitionPower	FeatureDefinition	c1066a5d900816e49ad9a47725bc69d8
ProficienctSpySkillsTool	FeatureDefinitionProficiency	FeatureDefinition	adb95e0f30275324b83953cc29920bb6
ProficiencyAcademicSkills	FeatureDefinitionProficiency	FeatureDefinition	e18acf0ef457a7647bd8d3f00c40977b
ProficiencyAcademicSkillsTool	FeatureDefinitionProficiency	FeatureDefinition	020888bac2a715840a1fa1fb4ac6975c
ProficiencyAcolyteSkills	FeatureDefinitionProficiency	FeatureDefinition	46835e8f62771d94ba3a6aea9e40fa6d
ProficiencyAcolyteToolsSkills	FeatureDefinitionProficiency	FeatureDefinition	497c13410a0ea564a9bcae0d7d445f37
ProficiencyAllLanguages	FeatureDefinitionProficiency	FeatureDefinition	49588ac1b01f26148ac73aea7dcfddab
ProficiencyAristocratSkills	FeatureDefinitionProficiency	FeatureDefinition	fe89e35f3e0ff624a8c8bdbfbd9b8e06
ProficiencyBracersOfArchery	FeatureDefinitionProficiency	FeatureDefinition	2965347dabcf0824fb44b49d7f797470
ProficiencyClericArmor	FeatureDefinitionProficiency	FeatureDefinition	aaad0b8f6c298014ab5597ba052e3de6
ProficiencyClericSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	8b24cb1d41e043a4d9fb90180191f946
ProficiencyClericTools	FeatureDefinitionProficiency	FeatureDefinition	2931f00f52c8c2a4e8ee239dd8ff7f0b
ProficiencyClericWeapon	FeatureDefinitionProficiency	FeatureDefinition	68162c73a478b304893a294b965b2764
ProficiencyCreedOfArunSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	c529ed68de44cb34ca6cddf67059ea1f
ProficiencyCreedOfEinarSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	fc8743c27902ee548ac8e8bf88f53a4b
ProficiencyCreedOfMaraikeSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	53f979de9f533d54f8bbdb4992d657a8
ProficiencyCreedOfMisayeSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	e3877314e74cf9b4b9eb79b91525c24a
ProficiencyCreedOfPakriSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	c11c2c5e4e596e9469e08a66ffc9be81
ProficiencyCreedOfSolastaSavingThrow	FeatureDefinitionProficiency	FeatureDefinition	1470f566d8b49c04189cdc63c53ff8d3
ProficiencyDomainBattleWepaon	FeatureDefinitionProficiency	FeatureDefinition	bca0a31618c211b448dc1094ce9565f8
ProficiencyDomainLawCommandingPresenceIntimidation	FeatureDefinitionProficiency	FeatureDefinition	3bc36e36aae76ee4ca2140705d451f4a
ProficiencyDomainLifeArmor	FeatureDefinitionProficiency	FeatureDefinition	215dcdafae0e7a84381bd2951728ab4f
ProficiencyDwarfLanguages	FeatureDefinitionProficiency	FeatureDefinition	bc18fab78e7b7414590755243ca5b6d3
